hmax        =    300
wind_bottom =      2
wind_top    =     10
critlon     =      0
tbeg, h     =   0.00
tend, h     =  24.00
c_ionex     =      0
c_vert      =      1
time, gamma, az, latp, lonp, tec, tec_filtered
  0.0000   76.81100 -101.66500   37.1513  126.3135    1.49700    0.00000
  0.0083   76.98200 -100.80900   37.1617  126.3212    1.43800   -0.00130
  0.0167   77.15000  -99.93300   37.1720  126.3288    1.39300   -0.00202
  0.0250   77.31500  -99.03800   37.1823  126.3365    1.34600    0.00610
  0.0333   77.47900  -98.12200   37.1926  126.3442    1.30600    0.00062
  0.0417   77.63900  -97.18500   37.2029  126.3519    1.22300   -0.00101
  0.0500   77.79700  -96.22700   37.2131  126.3597    1.18800   -0.00575
  0.0583   77.95200  -95.24800   37.2233  126.3675    1.14000    0.00157
  0.0667   78.10400  -94.24700   37.2334  126.3753    1.08700    0.00700
  0.0750   78.25300  -93.22300   37.2435  126.3832    1.03200    0.01230
  0.0833   78.39800  -92.17700   37.2536  126.3911    0.98200    0.02137
  0.0917   78.54100  -91.10800   37.2636  126.3990    0.94800    0.02837
  0.1000   78.68000  -90.01500   37.2736  126.4069    0.88700    0.02907
  0.1083   78.81600  -88.89900   37.2836  126.4149    0.81900    0.02503
  0.1167   78.94800  -87.76000   37.2935  126.4230    0.77300    0.01299
  0.1250   79.07700  -86.59700   37.3034  126.4311    0.69000   -0.01189
  0.1333   79.20100  -85.41000   37.3132  126.4391    0.58500   -0.02971
  0.1417   79.32200  -84.19900   37.3230  126.4472    0.56300   -0.03980
  0.1500   79.43900  -82.96400   37.3328  126.4554    0.50600   -0.03776
  0.1583   79.55100  -81.70600   37.3425  126.4636    0.44200   -0.05163
  0.1667   79.66000  -80.42400   37.3522  126.4718    0.37600   -0.05719
  0.1750   79.76100  -79.10900   37.3620  126.4800    0.34900   -0.05448
  0.1833   79.85800  -77.77200   37.3717  126.4881    0.31500   -0.03983
  0.1917   79.95000  -76.41200   37.3814  126.4963    0.29100   -0.04010
  0.2000   80.03700  -75.03000   37.3911  126.5046    0.22500   -0.04122
  0.2083   80.11900  -73.62800   37.4007  126.5129    0.19700   -0.04702
  0.2167   80.19600  -72.20500   37.4103  126.5212    0.17100   -0.04658
  0.2250   80.26800  -70.76400   37.4198  126.5295    0.13500   -0.04569
  0.2333   80.33500  -69.30500   37.4294  126.5380    0.11700   -0.04447
  0.2417   80.39600  -67.82800   37.4389  126.5464    0.09800   -0.03893
  0.2500   80.45200  -66.33700   37.4483  126.5549    0.08500   -0.03780
  0.2583   80.50200  -64.83000   37.4577  126.5634    0.06300   -0.03953
  0.2667   80.54600  -63.31200   37.4671  126.5719    0.04300   -0.04235
  0.2750   80.58500  -61.78100   37.4765  126.5805    0.03200   -0.04135
  0.2833   80.61800  -60.24200   37.4858  126.5891    0.02900   -0.03140
  0.2917   80.64600  -58.69400   37.4950  126.5978    0.04200   -0.02321
  0.3000   80.66700  -57.14000   37.5043  126.6065    0.03100   -0.02253
  0.3083   80.68300  -55.58100   37.5135  126.6152    0.00900   -0.02622
  0.3167   80.69300  -54.02000   37.5227  126.6240    0.01300   -0.02109
  0.3250   80.69700  -52.45800   37.5318  126.6328    0.03200   -0.00991
  0.3333   80.69500  -50.89700   37.5409  126.6416    0.03000    0.00047
