hmax        =    300
wind_bottom =      2
wind_top    =     10
critlon     =      0
tbeg, h     =   0.00
tend, h     =  24.00
c_ionex     =      0
c_vert      =      1
time, gamma, az, latp, lonp, tec, tec_filtered
  0.0000   12.48603  291.11453   38.7929  129.6628    0.00000    0.00000
  0.0083   12.44363  290.90140   38.7663  129.6297    0.15400    0.00377
  0.0167   12.40037  290.68842   38.7397  129.5963    0.24100    0.01442
  0.0250   12.35627  290.47559   38.7130  129.5625    0.30100    0.01900
  0.0333   12.31132  290.26288   38.6862  129.5283    0.31000    0.01651
  0.0417   12.26552  290.05032   38.6594  129.4936    0.32600    0.00127
  0.0500   12.21889  289.83789   38.6326  129.4586    0.31200   -0.00630
  0.0583   12.17142  289.62561   38.6056  129.4232    0.39000   -0.01405
  0.0667   12.12312  289.41348   38.5787  129.3874    0.38700   -0.01037
  0.0750   12.07400  289.20151   38.5516  129.3511    0.47200   -0.00331
  0.0833   12.02405  288.98969   38.5245  129.3145    0.58800    0.00525
  0.0917   11.97328  288.77805   38.4973  129.2774    0.61000    0.00723
  0.1000   11.92170  288.56659   38.4700  129.2399    0.62900    0.00094
  0.1083   11.86930  288.35529   38.4426  129.2020    0.67200   -0.00843
  0.1167   11.81610  288.14417   38.4151  129.1637    0.67100   -0.01313
  0.1250   11.76210  287.93320   38.3876  129.1250    0.73500   -0.01528
  0.1333   11.70730  287.72244   38.3600  129.0858    0.81000   -0.01344
  0.1417   11.65170  287.51187   38.3322  129.0462    0.85100   -0.01072
  0.1500   11.59532  287.30148   38.3044  129.0062    0.93000   -0.01632
  0.1583   11.53815  287.09128   38.2764  128.9657    0.93800   -0.01937
  0.1667   11.48020  286.88129   38.2484  128.9248    1.00300   -0.01836
  0.1750   11.42147  286.67151   38.2202  128.8835    1.11900   -0.01236
  0.1833   11.36197  286.46191   38.1919  128.8417    1.17600   -0.01031
  0.1917   11.30170  286.25253   38.1635  128.7994    1.21700   -0.01230
  0.2000   11.24068  286.04333   38.1350  128.7567    1.31400   -0.01427
  0.2083   11.17889  285.83438   38.1063  128.7136    1.38700   -0.01523
  0.2167   11.11635  285.62561   38.0775  128.6700    1.45400   -0.02154
  0.2250   11.05306  285.41708   38.0486  128.6259    1.51900   -0.02675
  0.2333   10.98903  285.20877   38.0195  128.5814    1.61400   -0.03124
  0.2417   10.92426  285.00070   37.9903  128.5364    1.69900   -0.03398
  0.2500   10.85876  284.79282   37.9610  128.4910    1.78900   -0.03622
  0.2583   10.79252  284.58521   37.9314  128.4451    1.89200   -0.03972
  0.2667   10.72556  284.37778   37.9018  128.3986    1.96600   -0.03316
  0.2750   10.65788  284.17062   37.8719  128.3518    2.14500   -0.02160
  0.2833   10.58949  283.96368   37.8419  128.3044    2.30000   -0.00510
  0.2917   10.52039  283.75699   37.8117  128.2566    2.43500    0.00589
  0.3000   10.45058  283.55054   37.7814  128.2082    2.58900    0.01328
  0.3083   10.38007  283.34433   37.7508  128.1594    2.73900    0.00820
  0.3167   10.30886  283.13837   37.7201  128.1101    2.78800    0.00013
  0.3250   10.23697  282.93265   37.6892  128.0602    2.93100   -0.01857
  0.3333   10.16439  282.72720   37.6581  128.0099    3.00000   -0.04096
  0.3417   10.09113  282.52197   37.6268  127.9591    3.02600   -0.06303
  0.3500   10.01720  282.31702   37.5953  127.9078    3.17900   -0.07314
  0.3583    9.94259  282.11230   37.5636  127.8559    3.35500   -0.06197
  0.3667    9.86733  281.90784   37.5317  127.8036    3.57000   -0.03728
  0.3750    9.79140  281.70364   37.4995  127.7507    3.84700   -0.00993
  0.3833    9.71482  281.49973   37.4671  127.6973    4.05600    0.01172
  0.3917    9.63758  281.29605   37.4345  127.6434    4.23200    0.01749
  0.4000    9.55971  281.09262   37.4017  127.5889    4.38400    0.01847
  0.4083    9.48120  280.88950   37.3686  127.5339    4.56400    0.01343
  0.4167    9.40205  280.68661   37.3353  127.4784    4.70100    0.00080
  0.4250    9.32228  280.48398   37.3017  127.4224    4.80200   -0.01644
  0.4333    9.24188  280.28165   37.2679  127.3658    4.95800   -0.03112
  0.4417    9.16087  280.07956   37.2338  127.3086    5.13300   -0.03392
  0.4500    9.07924  279.87775   37.1995  127.2510    5.34400   -0.02916
  0.4583    8.99701  279.67621   37.1649  127.1927    5.56600   -0.01996
