hmax        =    300
wind_bottom =      2
wind_top    =     10
critlon     =      0
tbeg, h     =   0.00
tend, h     =  24.00
c_ionex     =      0
c_vert      =      1
time, gamma, az, latp, lonp, tec, tec_filtered
  0.9333    7.58000  -32.94200   55.9943  131.8175    0.19800    0.00000
  0.9417    7.74600  -33.02800   55.9080  131.9142    0.17200   -0.00111
  0.9500    7.91100  -33.11500   55.8230  132.0085    0.21200   -0.00385
  0.9583    8.07600  -33.20400   55.7388  132.1010    0.21700   -0.00417
  0.9667    8.24000  -33.29300   55.6559  132.1915    0.22600    0.00028
  0.9750    8.40400  -33.38300   55.5739  132.2804    0.30800   -0.00357
  0.9833    8.56800  -33.47400   55.4926  132.3678    0.27400   -0.00433
  0.9917    8.73000  -33.56700   55.4130  132.4523    0.28100   -0.00736
  1.0000    8.89300  -33.66000   55.3338  132.5362    0.31800    0.00327
  1.0083    9.05700  -33.75200   55.2552  132.6198    0.41000    0.02064
  1.0167    9.22100  -33.84400   55.1775  132.7023    0.48500    0.02484
  1.0250    9.38400  -33.93800   55.1009  132.7825    0.40300    0.01770
  1.0333    9.54700  -34.03300   55.0250  132.8615    0.39900    0.00176
  1.0417    9.70900  -34.12900   54.9503  132.9385    0.39700   -0.00522
  1.0500    9.87100  -34.22500   54.8764  133.0145    0.39100   -0.01083
  1.0583   10.03300  -34.32300   54.8032  133.0890    0.39100   -0.00842
  1.0667   10.19400  -34.42200   54.7311  133.1618    0.45700   -0.00417
  1.0750   10.35400  -34.52200   54.6600  133.2328    0.46400    0.00392
  1.0833   10.51400  -34.62400   54.5895  133.3024    0.49400    0.00456
  1.0917   10.67300  -34.72600   54.5202  133.3706    0.48500    0.01013
  1.1000   10.83200  -34.82900   54.4515  133.4377    0.52500    0.02060
  1.1083   10.99000  -34.93300   54.3839  133.5033    0.59500    0.02359
  1.1167   11.14800  -35.03900   54.3168  133.5676    0.52300    0.01783
  1.1250   11.30500  -35.14500   54.2508  133.6305    0.48900    0.00861
  1.1333   11.46200  -35.25300   54.1853  133.6923    0.52800    0.00721
  1.1417   11.61800  -35.36100   54.1209  133.7528    0.51900    0.00649
  1.1500   11.77300  -35.47100   54.0573  133.8117    0.48800    0.00019
  1.1583   11.92800  -35.58100   53.9945  133.8699    0.47400   -0.00419
  1.1667   12.08200  -35.69300   53.9324  133.9265    0.47700   -0.00164
  1.1750   12.23800  -35.80300   53.8705  133.9839    0.50300    0.00533
  1.1833   12.39400  -35.91500   53.8092  134.0402    0.52300    0.01094
  1.1917   12.54900  -36.02700   53.7488  134.0953    0.50500    0.00662
  1.2000   12.70300  -36.14100   53.6891  134.1490    0.44300    0.00402
  1.2083   12.85700  -36.25500   53.6302  134.2020    0.47500   -0.00404
  1.2167   13.01000  -36.37100   53.5719  134.2537    0.41700   -0.00038
  1.2250   13.16300  -36.48800   53.5142  134.3046    0.45000   -0.00177
  1.2333   13.31500  -36.60600   53.4573  134.3542    0.43500    0.00433
  1.2417   13.46600  -36.72500   53.4012  134.4027    0.43300    0.00918
  1.2500   13.61700  -36.84500   53.3456  134.4506    0.45000    0.01607
  1.2583   13.76700  -36.96600   53.2908  134.4973    0.44500    0.01262
  1.2667   13.91600  -37.08800   53.2367  134.5429    0.35800    0.01078
  1.2750   14.06500  -37.21200   53.1830  134.5876    0.38700    0.00610
  1.2833   14.21300  -37.33600   53.1301  134.6316    0.36300    0.01462
  1.2917   14.36100  -37.46200   53.0775  134.6747    0.38000    0.01610
  1.3000   14.50700  -37.58900   53.0260  134.7164    0.35300    0.00896
  1.3083   14.65300  -37.71700   52.9748  134.7575    0.25800   -0.00354
  1.3167   14.79900  -37.84600   52.9241  134.7981    0.23100   -0.01539
  1.3250   14.94300  -37.97600   52.8743  134.8373    0.20700   -0.02168
  1.3333   15.08700  -38.10700   52.8249  134.8761    0.15600   -0.01220
