hmax        =    300
wind_bottom =      2
wind_top    =     10
critlon     =      0
tbeg, h     =   0.00
tend, h     =  24.00
c_ionex     =      0
c_vert      =      1
time, gamma, az, latp, lonp, tec, tec_filtered
  8.9000    5.09400 -102.50500   42.8795  125.4561   41.23100    0.00000
  8.9083    5.26500 -102.37000   42.9581  125.5920   40.80400    0.00014
  8.9167    5.43600 -102.23500   43.0355  125.7269   40.32600    0.00070
  8.9250    5.60700 -102.10000   43.1116  125.8608   39.89500   -0.02541
  8.9333    5.77900 -101.96500   43.1868  125.9944   39.38100   -0.04230
  8.9417    5.95000 -101.82900   43.2607  126.1260   39.13400   -0.04746
  8.9500    6.12100 -101.69300   43.3334  126.2566   38.81200   -0.02407
  8.9583    6.29200 -101.55700   43.4050  126.3861   38.56700   -0.01219
  8.9667    6.46300 -101.42100   43.4754  126.5145   38.28700   -0.00813
  8.9750    6.63400 -101.28500   43.5447  126.6419   37.90300   -0.01609
  8.9833    6.80600 -101.14900   43.6132  126.7690   37.52500   -0.03335
  8.9917    6.97700 -101.01300   43.6802  126.8942   37.11000   -0.04340
  9.0000    7.14800 -100.87600   43.7464  127.0183   36.83100   -0.03515
  9.0083    7.32000 -100.73900   43.8118  127.1421   36.64900   -0.00938
  9.0167    7.49200 -100.60200   43.8761  127.2649   36.42500    0.01008
  9.0250    7.66400 -100.46500   43.9393  127.3865   36.09300    0.01147
  9.0333    7.83600 -100.32700   44.0017  127.5070   35.74100   -0.00321
  9.0417    8.00800 -100.18900   44.0631  127.6265   35.35600   -0.02184
  9.0500    8.18000 -100.05100   44.1235  127.7448   34.97900   -0.01265
  9.0583    8.35200  -99.91300   44.1829  127.8622   34.88900    0.00084
  9.0667    8.52400  -99.77500   44.2414  127.9784   34.55200    0.02969
  9.0750    8.69600  -99.63700   44.2988  128.0936   34.33200    0.03159
  9.0833    8.86800  -99.49800   44.3556  128.2077   34.00100    0.03245
  9.0917    9.04000  -99.36000   44.4112  128.3208   33.64900    0.01890
  9.1000    9.21200  -99.22100   44.4661  128.4329   33.28400    0.00125
  9.1083    9.38400  -99.08200   44.5201  128.5438   32.90100   -0.00930
  9.1167    9.55700  -98.94400   44.5732  128.6546   32.60800   -0.01818
  9.1250    9.72900  -98.80500   44.6255  128.7635   32.25800   -0.00431
  9.1333    9.90100  -98.66500   44.6771  128.8714   32.08300    0.00508
  9.1417   10.07400  -98.52600   44.7278  128.9790   31.74100    0.01831
  9.1500   10.24600  -98.38700   44.7776  129.0849   31.41700    0.02048
  9.1583   10.41800  -98.24800   44.8265  129.1898   31.12700    0.01987
  9.1667   10.59100  -98.10800   44.8750  129.2943   30.76000    0.02109
  9.1750   10.76400  -97.96800   44.9227  129.3978   30.45200    0.01180
  9.1833   10.93700  -97.82700   44.9697  129.5003   30.08400    0.00325
  9.1917   11.11000  -97.68700   45.0159  129.6019   29.73900   -0.01382
  9.2000   11.28300  -97.54600   45.0614  129.7024   29.37300   -0.02496
  9.2083   11.45600  -97.40500   45.1062  129.8020   29.06800   -0.03610
  9.2167   11.62900  -97.26400   45.1503  129.9006   28.72700   -0.03949
  9.2250   11.80200  -97.12300   45.1936  129.9983   28.43400   -0.04786
  9.2333   11.97600  -96.98200   45.2364  130.0957   28.09800   -0.04986
  9.2417   12.14900  -96.84000   45.2786  130.1914   27.83100   -0.05519
  9.2500   12.32200  -96.69900   45.3199  130.2863   27.53000   -0.04994
  9.2583   12.49600  -96.55800   45.3606  130.3809   27.30000   -0.04934
  9.2667   12.66900  -96.41600   45.4007  130.4739   27.01600   -0.04572
  9.2750   12.84300  -96.27400   45.4403  130.5666   26.76700   -0.05243
  9.2833   13.01600  -96.13300   45.4790  130.6579   26.48100   -0.05438
  9.2917   13.19000  -95.99100   45.5174  130.7488   26.26000   -0.05764
  9.3000   13.36300  -95.84900   45.5550  130.8383   26.02100   -0.04929
  9.3083   13.53700  -95.70700   45.5921  130.9274   25.84600   -0.03627
  9.3167   13.71100  -95.56500   45.6286  131.0158   25.68100   -0.02837
  9.3250   13.88500  -95.42300   45.6646  131.1032   25.41300   -0.02577
  9.3333   14.05800  -95.28100   45.6998  131.1893   25.21300   -0.02351
  9.3417   14.23300  -95.13700   45.7350  131.2755   25.05500   -0.00746
  9.3500   14.40700  -94.99400   45.7694  131.3604   24.90600    0.00557
  9.3583   14.58100  -94.85000   45.8034  131.4445   24.69100    0.01173
  9.3667   14.75600  -94.70700   45.8368  131.5283   24.48500    0.01100
  9.3750   14.93000  -94.56300   45.8697  131.6107   24.28500    0.01004
  9.3833   15.10500  -94.41900   45.9021  131.6929   24.06600    0.01064
  9.3917   15.27900  -94.27500   45.9340  131.7738   23.87400    0.00673
  9.4000   15.45400  -94.13100   45.9655  131.8544   23.63900    0.01399
  9.4083   15.62900  -93.98700   45.9965  131.9342   23.50400    0.01516
  9.4167   15.80300  -93.84300   46.0269  132.0128   23.26300    0.01398
  9.4250   15.97800  -93.69900   46.0569  132.0911   23.01100    0.02039
  9.4333   16.15300  -93.55500   46.0864  132.1686   22.93100    0.01257
  9.4417   16.32800  -93.41000   46.1156  132.2454   22.57700    0.00378
  9.4500   16.50300  -93.26600   46.1442  132.3215   22.31700   -0.01769
  9.4583   16.67800  -93.12200   46.1724  132.3969   22.14300   -0.01464
  9.4667   16.85300  -92.97700   46.2002  132.4715   21.97700   -0.00991
  9.4750   17.02800  -92.83300   46.2275  132.5455   21.73300   -0.01417
  9.4833   17.20400  -92.68800   46.2546  132.6191   21.49800   -0.02232
  9.4917   17.37900  -92.54400   46.2811  132.6917   21.30700   -0.02274
  9.5000   17.55400  -92.39900   46.3072  132.7635   21.12500   -0.01698
  9.5083   17.73000  -92.25300   46.3332  132.8351   20.94200   -0.02102
  9.5167   17.90600  -92.10700   46.3587  132.9061   20.68400   -0.02210
  9.5250   18.08200  -91.96100   46.3839  132.9763   20.53200   -0.02888
  9.5333   18.25800  -91.81500   46.4086  133.0459   20.32000   -0.02674
  9.5417   18.43400  -91.66800   46.4331  133.1149   20.14200   -0.02562
  9.5500   18.61000  -91.52200   46.4572  133.1832   19.99200   -0.02540
  9.5583   18.78600  -91.37600   46.4808  133.2509   19.78000   -0.02150
  9.5667   18.96200  -91.22900   46.5042  133.3179   19.64000   -0.02096
  9.5750   19.13800  -91.08300   46.5271  133.3844   19.47700   -0.01838
  9.5833   19.31500  -90.93600   46.5499  133.4506   19.28800   -0.01627
  9.5917   19.49100  -90.78900   46.5722  133.5159   19.14700   -0.02012
  9.6000   19.66800  -90.64300   46.5941  133.5809   18.95100   -0.01701
  9.6083   19.84400  -90.49600   46.6158  133.6450   18.81600   -0.01631
  9.6167   20.02100  -90.34900   46.6372  133.7088   18.66400   -0.00613
  9.6250   20.19800  -90.20300   46.6582  133.7721   18.53000   -0.00150
  9.6333   20.37500  -90.05600   46.6789  133.8348   18.35300    0.01140
  9.6417   20.55100  -89.90900   46.6993  133.8966   18.25100    0.01798
  9.6500   20.72800  -89.76200   46.7194  133.9582   18.06400    0.02937
  9.6583   20.90600  -89.61600   46.7392  134.0196   17.91300    0.03153
  9.6667   21.08300  -89.46900   46.7587  134.0801   17.74100    0.04080
  9.6750   21.26000  -89.32000   46.7781  134.1400   17.59700    0.04956
  9.6833   21.43800  -89.17200   46.7972  134.1998   17.43400    0.05401
  9.6917   21.61500  -89.02300   46.8161  134.2587   17.22700    0.04832
  9.7000   21.79300  -88.87500   46.8346  134.3174   17.01000    0.03979
  9.7083   21.97000  -88.72600   46.8529  134.3753   16.82100    0.02776
  9.7167   22.14800  -88.57700   46.8709  134.4330   16.58400    0.01006
  9.7250   22.32600  -88.42800   46.8887  134.4902   16.32200    0.00321
  9.7333   22.50400  -88.28000   46.9061  134.5470   16.19800   -0.00611
  9.7417   22.68200  -88.13100   46.9234  134.6032   15.94000   -0.00341
  9.7500   22.86000  -87.98200   46.9404  134.6589   15.75500   -0.01807
  9.7583   23.03900  -87.83300   46.9571  134.7145   15.51800   -0.01840
  9.7667   23.21700  -87.68400   46.9736  134.7693   15.34900   -0.02141
  9.7750   23.39500  -87.53600   46.9898  134.8236   15.14700   -0.01991
  9.7833   23.57400  -87.38700   47.0058  134.8778   14.94600   -0.02643
  9.7917   23.75300  -87.23800   47.0216  134.9316   14.73600   -0.03001
  9.8000   23.93100  -87.08900   47.0371  134.9845   14.55900   -0.03235
  9.8083   24.11000  -86.94000   47.0525  135.0374   14.37400   -0.03149
  9.8167   24.28900  -86.79100   47.0675  135.0898   14.19000   -0.02569
  9.8250   24.46800  -86.64300   47.0823  135.1417   14.05200   -0.02404
  9.8333   24.64800  -86.49400   47.0970  135.1935   13.84700   -0.02234
  9.8417   24.82700  -86.34300   47.1116  135.2446   13.67300   -0.02194
  9.8500   25.00600  -86.19200   47.1260  135.2953   13.53500   -0.01050
  9.8583   25.18600  -86.04200   47.1401  135.3459   13.40600   -0.00128
  9.8667   25.36500  -85.89100   47.1540  135.3957   13.22700   -0.00634
  9.8750   25.54500  -85.74000   47.1678  135.4454   13.01700   -0.01581
  9.8833   25.72500  -85.58900   47.1814  135.4948   12.87300   -0.02248
  9.8917   25.90400  -85.43800   47.1947  135.5435   12.72300   -0.02567
  9.9000   26.08400  -85.28700   47.2079  135.5920   12.54300   -0.02821
  9.9083   26.26500  -85.13600   47.2208  135.6404   12.41100   -0.03788
  9.9167   26.44500  -84.98500   47.2336  135.6882   12.22900   -0.03952
  9.9250   26.62500  -84.83400   47.2462  135.7356   12.10200   -0.03892
  9.9333   26.80600  -84.68400   47.2585  135.7829   11.99100   -0.03594
  9.9417   26.98600  -84.53300   47.2707  135.8295   11.82500   -0.02615
  9.9500   27.16700  -84.38200   47.2827  135.8761   11.74100   -0.02145
  9.9583   27.34800  -84.23100   47.2946  135.9223   11.60900   -0.01187
  9.9667   27.52800  -84.08000   47.3062  135.9678   11.48100   -0.00785
  9.9750   27.70900  -83.93000   47.3176  136.0133   11.37200   -0.00172
  9.9833   27.89100  -83.77900   47.3290  136.0587   11.25400    0.00506
